*******************************2mm**********************************
[86, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.6, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.4, 0.4, 0.0, 1.0, 0.2, 0.6, 0.0, 0.4, 0.4, 0.0, 0.4, 0.0, 0.6, 0.0, 0.2, 0.2, 0.4, 0.4, 0.0, 0.4, 0.0, 0.2, 0.0, 0.2, 0.4, 0.4, 0.0, 0.4, 0.6, 0.6, 0.6, 0.4, 0.4, 0.8, 0.0, 0.0, 0.2, 0.6, 0.0, 0.0, 0.4, 0.6, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.4, 0.2, 0.6, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.2, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]
*******************************3mm**********************************
[86, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.6, 0.0, 0.0, 0.4, 0.4, 0.0, 0.0, 0.0, 0.4, 0.2, 0.6, 0.0, 0.8, 0.6, 0.2, 0.0, 0.4, 0.0, 0.2, 0.4, 0.2, 0.4, 0.0, 0.6, 0.0, 0.8, 0.2, 0.0, 0.4, 0.0, 0.4, 0.2, 0.2, 0.2, 0.4, 0.0, 0.8, 0.6, 0.6, 0.0, 0.4, 0.2, 0.2, 0.0, 0.0, 0.2, 0.6, 0.2, 0.4, 0.8, 0.8, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.6, 0.6, 0.8, 0.0, 0.0, 0.0, 0.4, 0.4, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
*******************************cholesky*****************************
[86, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.2, 0.6, 0.0, 0.6, 0.2, 0.0, 0.0, 0.0, 0.6, 0.8, 0.4, 0.4, 0.8, 0.4, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 0.0, 0.4, 0.0, 0.2, 0.0, 0.4, 0.6, 0.0, 0.6, 0.0, 0.6, 0.2, 0.4, 0.8, 0.4, 0.4, 0.4, 0.8, 0.2, 0.8, 0.6, 0.6, 0.4, 0.0, 0.2, 0.4, 0.6, 0.2, 0.2, 0.2, 0.6, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.2, 0.6, 0.8, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0]
*******************************jacobi-2d*****************************
[86, 0.2, 0.4, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.4, 0.0, 0.4, 0.6, 0.6, 0.0, 0.6, 0.0, 0.4, 0.0, 0.2, 0.6, 0.0, 0.2, 0.0, 1.0, 0.0, 1.0, 0.4, 0.0, 0.6, 0.0, 0.4, 0.2, 0.2, 0.6, 0.4, 0.2, 0.6, 0.4, 0.2, 0.0, 0.0, 0.6, 0.4, 0.0, 0.0, 0.4, 0.6, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.6, 0.8, 0.4, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]
*******************************lu*****************************
[86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.4, 0.2, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.4, 0.4, 0.4, 0.8, 0.8, 0.4, 0.4, 0.0, 0.0, 0.2, 0.0, 0.6, 0.0, 0.2, 0.0, 0.6, 0.0, 0.2, 0.4, 0.0, 0.6, 0.0, 0.2, 0.2, 0.2, 0.6, 0.0, 0.2, 0.8, 0.6, 0.4, 0.2, 0.6, 0.6, 0.2, 0.0, 0.0, 0.0, 0.6, 0.4, 0.4, 0.8, 0.2, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.4, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]

